width	300	height	900
13	8	0	80.5352
9	6	2	194.551
17	10	5	476.453
15	13	7	620.453
9	4	3	127.813
1	0	6	170.527
14	6	0	10.7852
0	7	0	19.7852
14	6	6	353.941
17	11	1	148.141
13	17	2	106.543
14	9	0	8.23047
15	13	6	46.8594
17	12	3	48.4336
17	13	1	27.8281
0	6	1	31.2344
13	17	5	163.789
14	9	2	45.1172
17	6	0	18.4648
0	7	3	121.984
17	6	4	23.8477
0	6	3	66.3242
1	0	0	18.3008
16	9	1	22.2266
1	0	6	95.2461
17	14	6	71.9844
15	13	7	48.2031
0	7	2	51.4297
2	2	1	19.5234
15	7	0	12.8164
17	10	1	34.7188
14	8	0	20.2539
0	7	3	63.5391
0	7	6	73.9648
15	6	2	51.5039
17	12	6	60.6797
14	6	5	14.3359
14	6	0	3.03516
1	0	2	19.6797
1	0	7	53.4609
17	14	6	72.7031
2	2	6	74.1211
14	9	3	10.1719
15	7	6	4.37109
15	14	7	56.8516
17	5	3	39.1406
17	6	5	291.984
14	15	0	121.145
15	9	7	868.961
15	9	0	61.3906
17	12	7	297.328
2	2	3	1.62891
0	0	3	1.93359
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	1.3125
14	6	0	6.58984
14	9	1	28.3672
14	9	1	74.0234
14	9	4	375.043
9	6	6	133.828
12	17	5	193.477
13	13	0	57.6758
17	6	6	310.051
13	6	0	29.9531
14	9	6	943.91
14	9	6	1026.7
13	8	1	341.195
15	14	4	1034.41
15	14	0	193.742
14	9	6	597.551
15	9	1	310.344
15	9	0	101.578
9	6	0	70.9219
17	6	6	170.949
14	9	6	507.941
14	9	0	27.918
17	6	4	84.5898
14	9	5	34.125
0	7	3	231.867
17	6	5	519.836
1	13	5	181.602
14	9	1	76.8672
10	13	6	253.984
6	4	0	1.57813
2	2	2	38.2188
2	2	4	50.3242
0	6	0	11.7109
17	10	5	170.477
15	14	3	82.2813
0	7	6	175.449
15	14	5	201.508
17	12	6	366.516
13	8	6	125.074
0	7	5	135.852
14	9	5	131.953
17	6	1	32.3047
14	8	5	64.0625
17	10	2	50.1602
17	4	7	106.242
2	2	0	6.87891
17	11	1	50.4844
17	12	0	22.8359
0	6	3	69.7695
14	6	3	27.3203
1	0	7	107.484
16	9	7	75.8594
1	0	7	79.3984
1	0	2	36.3945
2	2	2	34.1523
2	2	4	37.1055
2	2	0	6.56641
1	0	0	6.61328
2	2	4	33.168
15	14	3	0.140625
14	6	4	2.17578
2	2	0	5.81641
17	12	0	9.96094
15	13	0	7.85156
17	6	6	722.879
0	6	5	681.07
0	7	5	453.758
14	6	7	338.414
15	9	0	1.76563
0	0	2	1.83203
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0.125
2	2	6	19.3477
15	14	4	179.344
15	9	6	379.219
17	5	3	217.227
0	6	6	385.102
0	7	5	106.609
15	9	6	121.359
16	9	3	72.7266
15	14	3	82.793
13	13	3	109.922
15	9	1	372.75
13	8	6	1250.93
15	14	3	837.07
14	9	3	447.148
14	9	7	164.32
14	9	6	729.707
9	6	6	850.508
12	17	1	160.977
0	7	6	450.645
13	8	1	172.023
15	14	0	127.117
13	12	3	12.1055
1	10	3	275.223
1	14	0	70.4688
14	9	5	720.016
17	6	7	149.313
16	12	6	195.543
16	13	6	579.402
14	9	0	11.3555
0	6	5	125.484
2	2	6	98.7695
1	0	4	70.7852
15	14	6	49.1953
14	6	6	53.1445
14	6	6	56.8945
16	14	5	43.6563
0	6	4	52.2188
17	12	6	102.133
14	6	1	9.60156
15	2	6	98.2109
11	3	0	9.19531
11	5	4	148.559
0	6	0	30.8359
0	6	3	70.2695
14	6	1	9.27344
17	10	5	93.0703
14	6	0	8.47266
17	12	0	24.8984
0	6	6	120.344
15	9	0	13.3906
1	0	6	85.7617
2	2	6	56.9336
1	0	6	69.5977
1	0	3	42.3984
2	2	4	32.207
1	0	3	31.5977
1	0	1	15.4141
1	0	2	22.4961
17	11	2	8.98828
13	8	0	4.53516
1	0	1	14.4141
2	2	1	8.58594
0	6	0	11.1484
13	6	6	185.016
12	5	2	214.75
17	10	7	743.734
16	9	0	53.4414
15	14	0	23.5547
2	2	5	8.53906
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
14	8	0	9.43359
0	6	7	73.7422
0	7	2	115.172
17	6	2	61.0898
15	13	6	578.492
2	13	2	53.5273
14	9	4	269.285
15	9	3	77.668
0	6	1	40.5
17	11	4	140.813
12	3	4	56.9258
11	4	3	745.246
15	14	6	1440.64
13	17	6	1222.19
9	4	0	80.2383
14	9	0	56.293
15	7	7	858.805
17	5	7	550.281
12	17	6	442.02
13	17	0	62.3242
17	6	3	125.238
14	9	7	100.094
14	9	2	24.9648
14	9	0	51.1055
15	14	5	600.023
16	13	0	82.3711
17	6	4	218.863
14	9	5	317.828
12	17	2	223.383
12	17	7	497.625
5	13	0	23.1953
15	14	0	11.9297
1	0	0	12.1133
2	2	0	9.69141
2	2	5	88.6484
2	2	6	85.6055
14	6	1	13.7891
16	9	1	17.1953
17	5	1	29.7188
17	10	1	35.1406
14	9	5	21.9063
1	4	3	70.2656
11	5	5	95.4922
17	4	6	101.949
0	6	4	141.641
14	6	6	49.4727
15	10	5	302.313
17	6	7	182.797
15	9	3	54.0469
16	9	3	36.0781
14	6	6	29.9805
16	15	0	10.1719
2	2	0	8.56641
1	0	1	12.6172
2	2	0	9.81641
2	2	5	40.375
2	2	4	24.0664
17	14	4	27.6797
17	14	0	6.85938
15	9	6	51.5859
0	6	4	60.2344
2	2	3	18.457
2	2	7	57
16	9	7	61.3203
1	14	5	329.227
17	12	6	536.875
15	9	7	647.047
17	10	3	212.66
15	14	7	264.727
0	6	5	5.20313
1	0	2	0.164063
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
14	17	5	6.38281
15	14	1	9.15625
14	15	0	40.8945
17	6	5	431.984
9	2	1	48.8594
14	6	3	31.9883
16	12	6	187.824
14	9	4	44.1992
16	14	3	62.0117
15	13	7	218.219
14	9	0	9.35547
17	6	5	529.313
16	13	0	161.184
14	9	7	408.344
11	7	6	537.961
1	11	1	328.172
14	9	6	415.785
9	6	6	244.266
1	14	6	222.133
8	3	6	181.836
0	6	4	86.8672
14	6	1	5.75781
17	13	1	25.9844
12	17	5	41.3906
15	3	4	290.785
17	11	5	414.578
17	5	6	684.25
14	15	6	984.605
14	9	2	339.348
12	17	0	53.418
17	5	3	81.668
1	0	3	60.6523
14	6	1	16.0547
17	14	0	15.2969
14	6	3	21.3164
2	2	6	103.723
14	6	6	54.5273
0	6	1	23.9219
17	5	6	51.4922
0	6	1	36.4688
17	10	5	143.133
0	10	4	208.148
8	3	6	219.789
0	6	5	88.0703
15	14	6	92.6406
2	2	0	13.8164
0	6	1	25.1406
17	10	7	68.1328
15	6	7	63.4063
15	14	5	63.8906
17	10	5	164.156
14	6	1	21.9766
2	2	5	46.5234
2	2	6	53.082
2	2	0	10.0664
2	2	5	32.2891
2	2	6	40.5586
1	0	1	11.6797
2	2	7	49.0859
1	0	3	37.0156
2	2	5	54.9688
1	0	0	6.48828
1	0	6	33.5195
17	11	2	27.1875
9	6	1	5.73438
13	6	6	131.719
15	9	7	361.063
15	9	3	91.2305
14	6	3	89.332
0	6	5	42.8047
0	0	0	0
1	0	0	0.136719
0	0	0	0
0	0	0	0
0	0	0	0
0	6	0	0.414063
2	2	6	98.3867
17	6	6	299.348
10	13	5	28.0078
9	2	6	289.016
14	6	6	26.6602
2	2	0	11.6289
15	13	7	228.82
16	6	6	300.758
15	13	3	154.543
17	5	6	302.742
15	10	6	357.445
16	12	3	206.352
15	9	0	28.1406
17	6	5	310.664
11	14	6	289.371
17	5	2	75.2188
15	13	7	415.664
9	14	2	57.9805
15	7	7	137.031
16	9	5	108.461
14	6	7	74.5938
15	13	3	87.7383
14	10	0	24.8945
17	6	0	21.3398
11	3	2	37.4102
14	9	6	244.035
15	9	3	370.469
14	9	1	191.086
15	3	6	655.918
17	6	7	44.25
15	14	2	24.1875
15	9	5	133.305
15	13	6	41.5547
17	14	3	64.9883
17	13	1	31.7969
0	6	0	15.3359
11	0	0	14.418
0	6	3	80.2617
15	14	4	36.75
17	10	2	22.9844
17	5	6	107.656
17	6	6	116.691
13	17	0	12.2617
14	8	2	17.8086
15	14	6	68.8594
1	0	1	18.1016
14	6	7	38.4219
0	6	5	81.7188
14	15	2	22.2188
0	10	4	242.305
15	14	7	99.2891
14	6	1	7.05469
2	2	3	27.418
2	2	7	61.2031
2	2	4	32.3555
2	2	1	13.5547
1	0	0	6.73828
1	0	2	21.3828
1	0	0	7.73828
17	14	3	22.5938
1	0	1	12.5391
2	2	0	4.75391
0	7	7	152.125
0	7	2	77.5352
12	4	3	30.6875
13	8	6	18.1133
14	6	7	73.3359
0	6	7	108.75
15	14	7	43.3984
2	2	4	1.29297
0	0	2	0.960938
0	0	0	0
0	0	0	0
0	0	0	0
16	9	5	12.3125
17	12	7	87.4375
15	13	0	12.9766
16	12	6	393.668
4	1	4	76.5625
2	2	0	11.3164
15	9	5	86.9844
10	7	1	60.4844
15	14	6	1261.68
17	6	4	599.355
14	9	0	65.9805
15	2	0	35.7578
9	6	0	35.5469
17	6	4	173.605
8	12	7	264.008
12	3	1	103.539
15	9	0	15.5156
9	2	3	84.0547
17	6	0	58.6523
2	2	6	242.512
15	9	0	18.5781
15	13	7	180.602
15	13	0	111.727
17	11	1	172.047
8	12	3	37.4648
14	9	0	105.293
15	13	6	266.742
14	9	6	236.34
14	9	6	930.66
14	9	4	463.949
17	6	1	52.5078
17	5	4	47.4219
0	6	7	211.063
15	13	5	71.2031
15	13	7	73.9609
14	9	5	217.313
16	13	1	94.9141
15	13	1	143.813
4	12	0	67.375
13	8	4	37.207
17	4	0	16.207
14	6	3	33.9961
0	6	6	122.711
0	6	6	85.1406
17	5	1	27.2188
14	6	7	64.6172
1	0	2	34.5508
1	0	0	12.1133
15	14	0	9.24219
15	14	6	54.5234
17	10	3	34.9922
2	2	2	20.7383
17	14	7	70.9922
15	14	0	4.49219
2	2	3	33.5273
1	0	5	47.6328
1	0	3	34.3906
2	2	3	31.7188
0	0	0	7.4375
1	0	1	20.1172
2	2	6	38.8945
17	10	1	11.6406
13	8	5	9.54688
15	14	7	37.3594
15	14	6	192.508
17	4	3	28.4805
17	11	5	59.7188
15	9	1	54.1563
14	6	7	45.5859
1	0	6	74.7227
2	2	5	4.83594
1	0	3	0.679688
0	0	0	0
1	0	1	1.07031
1	0	6	8.29297
13	8	5	48.5156
0	6	5	77.3125
1	0	6	102.098
15	13	7	57.7188
15	9	0	16.3281
14	6	2	21.6875
16	14	0	18.8047
12	17	3	209.449
14	9	1	264.539
14	6	0	200.66
17	6	7	604.328
15	9	0	27.6406
12	17	2	153.383
11	13	6	426.59
16	12	7	631.852
16	12	4	319.598
3	13	1	28.3594
16	13	1	294.414
9	2	6	18.2578
1	14	4	172
17	10	7	94.0859
0	7	7	163.703
17	6	6	72.7852
17	5	3	100.961
1	13	4	148.516
8	0	2	215.301
6	4	0	100.078
17	11	1	232.672
13	10	1	54.4375
17	5	6	956.094
16	12	5	766.234
17	6	7	643.289
17	6	1	67.7422
16	11	7	267.703
14	9	5	255.703
0	6	1	152.547
7	3	1	4.00781
15	13	3	233.188
13	10	4	110.773
14	9	5	302.156
15	13	6	411.164
15	9	5	205.953
15	14	6	392.031
0	7	6	357.387
17	11	1	140.656
17	10	0	19.0078
0	6	3	69.4375
2	2	6	111.246
17	6	5	22.7188
16	12	7	120.289
0	6	4	52.4219
1	0	4	46.9961
1	0	6	83.1211
15	14	2	43.6992
16	9	1	47.1641
9	6	2	6.58594
17	10	0	4.00781
0	0	3	23.6992
1	0	7	47.4609
1	0	6	42.8398
17	4	6	62.7773
17	13	5	88.1172
2	2	2	17.0977
17	14	3	25.8477
17	14	7	75.4141
17	12	3	53.7813
0	6	1	24.8906
14	9	6	69.543
16	11	2	50.2539
14	6	7	35.4141
2	2	5	15.1563
1	0	7	1.10156
0	0	0	0
0	0	0	0.1875
2	2	6	5.07422
0	7	7	138.266
0	6	2	39.6602
14	6	6	9.49609
15	9	6	43.6484
14	15	4	92.5586
15	6	2	84.2148
15	14	6	107.07
14	9	6	188.465
17	6	6	874.887
12	10	5	816.578
17	6	0	96.4023
17	11	3	162.637
14	9	2	119.172
16	13	6	358.207
12	3	3	77.5703
13	13	6	246.121
2	13	1	9.28125
13	17	4	940.199
6	3	7	105.711
0	7	5	122.633
16	13	2	50.5078
14	9	0	14.043
14	9	6	180.152
2	13	0	17.3281
17	14	6	113.422
17	13	0	13.8906
17	5	6	179.031
4	1	2	119.941
13	8	6	88.6445
17	6	6	297.707
14	9	6	702.152
14	9	3	195.68
14	9	6	445.16
17	11	7	632.195
17	5	3	321.605
0	7	5	520.836
14	9	0	36.543
15	2	6	774.898
15	14	6	491.742
0	7	7	874.883
17	10	7	823.008
13	12	4	107.691
15	9	0	99.0781
15	9	0	74.7031
15	14	6	276.086
15	9	7	322.891
0	6	3	120.625
14	6	0	11.8477
14	6	2	23.5
2	2	4	76.6602
14	6	7	47.5703
2	2	7	76.9609
17	14	5	76.6875
1	0	0	11.1758
0	6	1	23.7813
0	7	1	33.7734
0	7	4	76.5352
2	2	1	11.4609
2	2	3	33.5078
1	0	1	18.0703
14	9	0	3.60547
17	10	6	33.8203
2	2	0	7.56641
1	0	1	12.5234
14	6	6	12.668
15	13	7	8.1875
13	10	5	216.125
15	14	1	94.5156
15	13	6	376.164
14	6	7	66.7969
2	2	3	10.5313
0	0	3	0.0195313
0	0	0	0
2	2	4	0.246094
14	6	0	7.27734
17	12	2	70.1836
17	12	5	99.8281
1	14	3	63.1016
15	7	0	20.8164
11	13	7	147.508
15	9	1	24.5469
2	2	5	71.375
17	6	5	0.0078125
0	7	0	76.9727
17	6	6	1034.53
16	13	6	905.73
7	3	5	20.1641
0	7	2	85.7773
1	14	7	229.758
17	6	3	76.2031
17	6	2	237.988
14	7	7	1425.27
15	13	4	769.992
12	17	6	358.566
17	6	4	395.027
15	13	6	183.094
17	6	6	346.668
14	9	3	258.242
16	12	6	289.73
15	10	0	40.7422
15	13	3	87.6328
11	12	3	44.4414
8	13	7	720.836
13	10	6	271.125
9	0	5	244.781
15	13	0	46.7891
17	5	1	134.813
8	3	2	200.609
13	10	3	162.305
17	6	7	369.57
0	6	0	46.2109
13	8	6	614.379
17	6	0	59.5898
17	6	4	444.238
11	12	3	80.9609
17	11	2	374.668
14	9	3	233.813
13	17	0	59.5117
13	8	3	178.852
0	6	4	155.617
17	10	2	97.5313
0	7	7	364.281
15	9	0	18.5781
0	0	5	143.156
17	14	3	90.4961
17	12	7	170.703
1	0	0	14.6758
14	6	1	6.82031
0	6	4	46.7422
1	0	1	21.7734
2	2	7	42.6797
0	0	1	11.8281
1	0	2	24.0391
14	6	5	17.7813
14	6	0	3.47266
1	10	7	70.6719
0	6	2	34.6367
2	2	5	41.6172
0	0	0	7.125
15	13	3	30.293
12	3	3	64.3555
11	3	1	185.641
9	6	1	89.2813
15	9	7	624.297
0	6	5	116.555
15	14	0	1.57031
1	0	2	0.855469
0	0	0	0
1	0	3	0.078125
14	6	7	56.0859
17	12	7	238.672
17	10	6	104.852
14	9	1	147.977
14	9	7	173.422
14	9	2	31.9648
15	9	0	26.3281
7	3	6	36.0664
0	7	6	343.637
17	5	6	453.008
12	12	3	3.37891
12	17	6	402.785
17	10	3	113.293
13	5	0	17.8125
13	17	7	430.578
13	17	7	145.633
17	6	5	214.188
15	9	5	1016.38
14	5	6	1247.53
14	9	0	128.98
12	9	1	276.32
17	6	0	87.0898
17	6	1	172.836
14	9	3	83.0586
16	12	1	36.2266
17	11	5	783.82
8	12	1	40.9922
9	6	5	21.0156
2	1	3	71.832
14	9	1	28.6328
13	8	6	1315.65
10	13	1	103.453
14	9	5	799.273
13	8	1	400.461
15	9	0	173.578
14	9	4	396.34
16	12	5	381.898
15	9	0	128.641
17	5	5	542.813
13	5	0	151
14	6	0	101.598
12	8	6	728.59
15	3	6	441.121
0	7	7	484.68
15	9	3	204.957
17	10	5	261.195
17	12	0	28.9609
15	9	2	92.2422
14	8	7	397.102
17	4	2	150.879
17	12	1	105.328
13	8	4	51.4727
2	2	3	74.7617
1	0	6	105.246
14	6	1	8.60156
2	2	5	56.0703
1	0	6	53.8086
1	0	2	23.7305
0	0	0	7.875
2	2	5	42.3594
1	0	0	6.86328
1	0	3	40.1094
14	17	1	25.7266
17	13	1	22.875
17	12	6	93.7031
13	17	5	62.4219
14	9	2	2.94141
14	9	6	417.715
9	6	1	72.7656
15	14	7	388.555
15	13	6	100.586
14	6	0	0.277344
1	0	3	0.109375
0	0	0	0
2	2	4	2.59766
2	2	6	18.8867
14	15	0	21.1445
12	17	4	244.902
15	6	0	160.355
7	3	5	164.07
0	6	5	183.484
17	10	7	98.5391
17	6	3	42.6172
17	10	3	59.2578
0	6	7	106.344
13	8	2	17.3711
17	10	3	103.523
0	7	1	35.6484
12	3	3	15.1875
17	11	0	77.1719
9	6	1	35.9375
14	9	1	76.9297
12	9	6	792.988
15	9	3	767.52
15	14	5	1228.66
15	14	0	191.555
15	15	6	1402.69
12	13	7	625.727
15	13	2	161.816
13	17	5	212.758
9	6	3	240.426
17	5	0	17.9766
12	3	7	66.2891
17	5	5	234.5
17	10	5	510.266
2	13	1	51.9219
17	6	6	1140.21
17	12	3	910.531
17	12	3	937.047
17	6	0	170.465
10	10	1	108.898
17	6	5	630.789
14	9	4	428.277
15	9	6	857.398
17	5	3	323.809
15	9	6	535.656
15	7	7	612.188
15	6	0	85.668
17	10	0	48.3828
17	12	0	35.8984
13	17	2	118.395
1	10	0	46.4297
14	6	2	97.8242
17	12	0	44.9609
14	6	0	37.4727
16	15	3	173.457
16	9	6	282.543
15	14	0	29.8672
2	2	3	68.168
0	0	0	18.625
14	6	7	21.3047
1	0	4	31.6523
2	2	0	8.37891
2	2	1	16.3359
1	0	1	17.3672
1	0	7	64.9063
1	0	2	22.9531
2	2	2	21.8125
1	0	2	32.0742
1	0	1	19.1484
2	2	6	60.9805
17	12	7	210.758
15	13	0	0.226563
13	17	6	124.621
15	13	6	145.266
15	9	3	23.8672
2	2	2	12.6328
2	2	5	6.03906
0	0	0	0
2	2	3	0.390625
2	2	6	27.4805
17	11	6	467.82
8	8	4	122.395
12	3	0	22.2305
6	4	0	3.51563
17	10	3	79.2383
2	2	5	88.5625
1	0	0	12.0508
17	14	4	48.0625
1	0	6	65.3711
2	2	1	17.7109
15	6	4	148.262
15	6	7	197.055
15	7	7	414.656
11	3	6	413.016
15	14	7	151.836
15	13	4	152.078
11	3	0	30.0078
11	12	0	53.6445
16	11	5	1074.63
12	9	6	955.113
17	6	6	699.23
9	2	5	69.8516
15	2	7	537.953
17	6	1	251.398
11	12	4	268.84
17	5	0	117.852
11	13	0	36.918
17	6	2	246.145
11	12	6	508.52
11	13	5	383.289
14	9	0	100.043
15	9	2	431.164
15	14	6	1460.7
17	10	7	1282.45
15	6	0	139.168
0	10	1	226.938
13	8	3	361.055
0	7	0	94.1602
17	11	2	371.801
14	9	0	89.168
14	5	5	476.43
12	8	0	39.3086
15	6	4	313.738
17	10	4	196.328
13	17	3	171.965
15	9	3	274.734
0	6	5	290.133
16	15	3	177.676
14	8	0	27.9414
16	9	2	90.1289
17	4	6	273.012
15	13	3	147.023
17	5	4	125.992
1	0	6	135.887
14	6	0	0.785156
1	0	4	45.7539
1	0	6	53.582
1	0	3	24.1719
2	2	7	61.5391
1	0	0	6.17578
2	2	2	18.8633
2	2	0	5.44141
1	0	7	71.1484
2	2	6	59.3633
2	2	1	18.2422
15	14	3	12.1953
2	2	1	9.77344
17	14	7	37.0859
13	17	6	22.0273
0	0	5	15.5391
1	0	6	24.168
2	2	0	1.12109
0	0	0	0
2	2	5	2.92969
2	2	6	35.9805
17	5	5	447.266
17	6	7	519.219
13	8	3	22.0078
0	6	1	34.7188
17	10	7	107.547
2	2	5	78.5
1	0	1	18.9453
15	9	5	27.7344
17	10	4	60.6406
17	14	6	57.4688
15	9	6	93.7656
17	12	7	362.625
15	9	2	62.7695
15	9	7	77.3203
14	6	4	32.2227
15	14	2	80.3164
1	4	0	46.1211
6	4	0	53.9531
6	4	0	52.3906
16	12	6	472.254
13	6	6	260.742
17	10	2	40.2461
0	6	7	218.633
12	17	0	45.8555
15	13	0	24.1016
15	13	5	83.4453
0	6	0	28.0234
6	3	5	19.2969
15	13	6	1133.71
17	5	2	334.355
10	15	6	502.969
12	8	6	733.301
13	8	5	859.438
15	9	0	155.391
15	13	5	484.969
13	8	1	180.977
15	9	0	130.453
14	15	0	94.5195
17	11	5	656.898
13	8	3	285.938
0	6	0	77.8984
13	17	7	668.148
13	17	4	295.965
15	9	0	57.7031
15	9	1	132.344
15	9	0	42.3906
17	14	7	388.578
17	13	1	103.266
0	7	2	110.223
16	14	6	246.078
14	6	2	104.898
17	10	6	402.414
15	3	0	89.1211
15	9	0	28.4531
15	14	0	15.0547
17	14	6	75.3516
1	0	1	13.8828
2	2	0	5.37891
2	2	5	40.1719
17	14	3	25.1797
1	0	5	35.5156
14	6	5	7.64844
1	0	0	7.55078
2	2	2	18.8945
2	2	4	21.8633
1	0	0	4.05078
14	6	0	3.96484
0	6	6	43.3672
17	14	6	43.5547
2	2	4	0.761719
1	0	4	13.332
2	2	5	3.64063
0	0	0	0
2	2	4	0.722656
2	2	1	3.69531
13	8	7	346.477
15	13	2	90.4141
14	5	5	97.2031
16	9	0	12.6914
17	6	4	96.9336
13	17	1	59.6328
2	2	5	66.2578
2	2	1	26.3203
17	4	3	57.2539
17	4	4	53.707
2	2	6	95.168
15	14	5	216.039
13	6	0	22.4531
0	0	2	43.0117
2	2	1	31.2266
15	14	6	92.7188
3	9	5	218.875
15	9	2	28.2617
15	14	1	56.2031
0	7	7	481.758
15	6	7	367.766
2	2	1	30.1797
2	2	2	43.3828
15	13	7	158.078
15	9	0	9.01563
17	14	0	10.5469
17	11	2	95.5352
14	9	6	477.973
16	6	5	300.586
14	9	7	30.4375
17	6	2	109.641
14	15	2	397.961
13	12	7	412.305
13	12	0	16.9883
15	13	3	328.617
14	9	1	239.883
17	5	1	223.156
14	9	0	85.293
13	10	3	268.242
15	14	4	463.797
17	12	0	91.9609
17	10	7	751.594
17	6	1	110.992
17	12	6	728.891
15	9	7	557.32
17	4	7	450
14	6	4	213.582
2	2	6	343.613
17	13	0	38.7656
0	6	0	29.6484
16	15	6	310.18
15	14	6	395.641
14	9	6	572.746
17	6	0	43.0273
15	9	0	35.6406
15	14	0	11.1797
2	2	0	11.6289
2	2	0	12.0039
14	6	1	10.8828
1	0	6	60.1836
2	2	0	5.62891
2	2	5	18.2734
15	14	1	4.70313
2	2	6	34.957
2	2	5	23.9531
1	0	0	2.55078
1	0	1	10.6016
14	9	6	22.6289
16	12	0	31.5039
1	0	3	2.45313
1	0	5	8.71875
2	2	2	1.40234
0	0	0	0
2	2	3	0.734375
2	2	1	4.96094
17	6	5	226.367
17	5	7	184.391
13	10	0	31.9063
11	4	6	113.563
17	5	6	133.781
13	17	6	335.676
0	6	5	119.211
17	13	5	61.8359
17	14	0	11.0469
2	2	2	38.2305
2	2	1	26.3828
9	6	3	30.832
15	13	3	107.398
15	13	6	51.0938
2	2	1	28.9922
0	10	5	174.898
16	12	3	83.2227
14	6	1	6.72656
15	14	2	58.8086
15	14	2	84.1016
0	7	5	167.484
0	6	3	64.3438
2	2	6	84.6055
14	9	6	79.9258
15	9	7	101.375
11	5	6	76.1445
17	10	3	89.6563
17	5	6	118.891
0	6	4	59.9297
16	9	5	50.7813
14	9	6	162.246
14	8	4	778.254
15	13	7	1249.33
16	13	6	1063.92
12	8	5	783.477
15	9	4	803.836
12	5	0	141.973
14	9	6	924.871
17	6	7	1003.81
15	9	0	96.4531
14	6	0	92.4102
15	14	6	578.102
1	10	7	703.156
17	10	3	268.07
14	6	7	441.047
15	14	5	334.625
16	14	7	409.922
2	2	0	44.6914
9	6	7	277.969
0	7	3	172.824
11	4	5	244.766
14	6	6	320.449
0	7	7	456.859
2	2	0	70.8164
15	14	1	135.891
0	7	3	160.961
15	9	0	18.9531
2	2	3	91.6211
1	0	1	42.1172
14	6	7	16.4297
2	2	7	53.9063
1	0	1	11.0234
17	12	2	29.3359
1	0	2	21.4648
1	0	0	5.61328
1	0	2	16.1797
2	2	7	19.9063
14	9	1	0.0078125
17	6	0	19.2148
2	2	4	2.54297
1	0	5	6.28125
0	0	2	2.03516
0	0	0	0
2	2	6	2.39453
2	2	1	4.17969
15	14	6	288.516
2	2	6	101.402
11	3	0	8.82031
17	14	4	72.2344
17	14	1	26.5781
17	12	7	112.68
14	6	0	1.91016
15	14	5	54.6719
11	4	6	102.992
0	6	6	125.938
1	0	0	9.80078
0	6	7	138.844
17	10	2	143.223
14	9	4	55.2227
14	9	0	0.582031
17	10	0	17.3828
14	5	6	117.051
15	13	6	79.2031
11	4	5	59.1641
1	0	3	58.6797
5	13	1	8.60938
0	7	5	97.875
0	0	0	10.5625
13	8	6	104.27
17	4	0	24.0195
17	10	3	71.9297
0	0	0	13.0625
2	2	4	58.1289
2	2	0	11.1289
15	6	0	22.793
15	13	0	5.72656
14	9	6	793.621
14	9	1	287.039
15	14	4	949.727
15	14	5	1147.79
14	9	4	764.957
13	17	3	542.598
0	6	2	470.844
13	17	6	821.895
17	10	7	702.578
0	6	4	416.953
17	13	1	152.016
14	6	1	166.055
15	9	4	382.938
15	9	1	142.188
15	9	0	68.4531
15	14	4	305.391
0	6	7	542.57
17	10	2	160.938
15	9	3	182.105
15	14	5	276.391
14	17	0	56.8086
14	17	6	485.457
15	14	6	450.883
16	11	4	331.094
0	6	3	319.93
14	6	0	61.5352
15	14	0	53.8047
13	17	7	213.734
14	6	7	42.6094
2	2	5	44.75
1	0	0	5.80078
0	6	6	67.0078
2	2	3	28.2148
1	0	0	5.48828
2	2	0	3.44141
1	0	0	3.42578
13	17	3	28.875
13	8	7	22.4063
2	2	5	8.96094
1	0	5	9.71875
2	2	5	1.46875
0	0	0	0
1	0	2	3.00391
1	0	1	2.08594
13	10	5	169.078
17	4	6	94.9648
1	0	5	83.2266
1	0	0	11.6133
1	0	1	15.6797
1	0	5	64
1	0	4	59.4961
2	2	6	100.215
0	6	4	105.133
14	9	6	42.9492
0	6	2	80.3086
14	6	5	33.2969
15	9	6	75.5391
0	6	4	127.016
15	9	6	192.016
0	6	0	51.9609
17	5	7	152.055
15	9	3	184.891
14	9	4	3.11328
15	14	5	89.8047
0	6	0	25.9609
13	10	2	67.8242
17	11	2	61.1953
15	13	3	247.707
14	9	0	27.8555
14	9	5	61.9531
17	5	4	110.391
1	0	0	14.9883
17	4	0	19.5195
14	6	0	10.5352
5	17	3	106.34
17	10	0	163.758
17	12	0	223.023
15	14	4	976.93
0	6	0	171.961
12	10	2	448.477
14	9	0	144.418
13	8	7	874.75
16	14	6	654.445
17	10	7	723.055
17	10	4	486.828
0	7	3	387.094
0	6	1	157.063
15	9	3	288.344
15	14	6	527.102
15	14	3	273.41
14	5	5	352.883
16	15	0	59.1719
15	14	0	49.8672
17	14	6	375.508
17	12	0	53.6484
15	14	6	431.852
3	9	2	169.063
15	14	4	306.125
17	10	2	174.555
15	9	3	198.496
0	6	0	52.9609
1	10	6	553.563
17	10	7	488.766
17	5	4	70.2578
0	6	3	52.4414
14	6	0	0.847656
2	2	1	15.4297
17	10	4	15.9063
1	0	3	23.8594
2	2	6	31.2852
2	2	1	8.11719
2	2	4	16.8789
2	2	4	2.99609
1	0	1	2.11719
2	2	5	1.60156
0	0	1	0.359375
0	0	0	0
1	0	2	1.56641
17	14	0	1.48438
3	9	2	164.457
